review_id,text,categories,class
B1A18MXoGb1ub21PYshGBg,A good place to take kids.It wasquite relaxing and wasnt to noisy.It also has a drivethrew if your in a rush or just cant be bothered getting out the car.It has toilets which are quite clean.It has a doesnt sized car park.,American (Traditional);Restaurants,non_useful
oLhN1s7eN6MkdLZWg3ueeg,"I normally don't take the time to write reviews, but this was such a rippoff I feel obligated to say something. The food was not horrible, but no where near worth $20 per person let Alone the $30 per person they were charging. The other resturaunt at Planet Hollywood were very nice but this was a waste of time, money and the chance to eat a nice meal while in Vegas.",Buffets;Restaurants,non_useful
d0aRQhKeI6Hx-Gkv5WYI_Q,"Dropped in the first week of January 2009 for some lunch after getting off the plane.   I had a craving for pull pork and this place was the closest to the airport. I had the pulled pork sandwich and it was excellent.  Make sure you drown the sandwich is BBQ sauce.  If you eat this sandwich making a mess, then you have done it right.  I have to go back and try their ribs. Very decent BBQ....I would recommend you yelpers give it a try.",Barbeque;Restaurants,non_useful
RprvZzJpuFqTyWkJp6skbA,"It's HOT in here!!!  I wanted to surprise my husband for our anniversary... wanted to play some golf during Independence Day weekend! Decided to fly to Scottsdale from SF... I knew of the Phoenician and wanted to play in this course.  Made reservations for late afternoon, since  it was scorching of about 104 degrees!  WOOHEE! Got there early, sat in their outdoor patio bar, bought a couple of ice cold beers, and chased it with fresh delish mojitos and had appetizers.   Golf prices here is at the high end but worth it if you come to Scottsdale once in awhile.  We rented clubs and the golf cart obviously came with everything, for the obvious reasons! ;) Played the 9 rounds, the course was NOT crowded at all!  There was also a miniature roach coach that offered alcohol and other drinks.  While golfing, they even put fresh ice and bottled water!  This was great service especially when some places are shady! When we were done, they had an AMAZING changing stations!  Their showers were VERY clean and hospitable; offered every amenity you need to freshen up!!!! I would definitely come back here to play another round!  The flight is worth it!!!!",Hotels & Travel;Event Planning & Services;Hotels,non_useful
9gaTj2r-vUZOeKVxMDI-fQ,"When my honey comes home from work, he stops by and gets smoothies for us- They taste great at 430 am! Blueberry with frozen yogurt..yummm! I'm of course a Cali girl so I'm a Jamba Juice girl, but when in Vegas....Tropical Smoothie is the place to go.",Food;Juice Bars & Smoothies;Sandwiches;Restaurants,non_useful
9nOaI2mz9SRPQl8Trm04ng,"I love this place, I forgot how I found it. Maybe by accident. This place is great. Pizza is awesome, Calzone's are out of this world. They have daily specials we have taken advantage of and I still want to try their LARGE PIZZA, the biggest one I have seen. Very relaxing atmosphere and have always had a great experience.",Pizza;Restaurants,non_useful
YCJwyKyQUpGPFIQe-tXIrg,"When my family visited Hong Kong Kitchen II the first thing I noticed is that the family dining area can be moved around to host a large group of people. Its also very clean while we were there for the 1 1/2 we noticed constant cleaning. The bathrooms are also spotless and smell nice.  The Food: (Hunan, Mandarin Hong Kong Style) No M.S.GAll the food that we ordered tasted fresh and was full of flavor. During our meal the wait staff stopped by often and paid attention to see if we were looking at them in a way that says, please come here I need something. Often Chinese food tastes over salted but this was not the case. My wife had the sweet and sour chicken because our children 2 and 4 could dip it into the sauce, it was not over done and the vegetables were also fresh and high quality. I ordered the wonton soup and I have noticed that not every place makes it the same. The wonton's were solid and tasted good but the  chicken broth of the soup was weak and lacked other meat such as shrimp or pieces of chicken. The best wonton soup in the city is hosted at PF Changs which has pieces of pork and shrimp.  I had the chicken Lo-Mein and I always expect the slightly greasy noodles but they didn't taste that way or like paste. The amount of chicken in the lo-mein plenty and I felt it was a good meal This is a family business (I asked) and they seem to have a good flow of position and were polite in teaching my children a work in Chinese. I will always visit a family business over a standard eats in your all to common strip mall.  I will visit this place over and over again as I would like to try everything on the menu.",Chinese;Restaurants,useful
vPbCqvqrQ_HhZGqFYKHllg,"I think this show is beautiful, but definitely is missing the wow factor.  My cousins who are 19 and 15 both fell asleep during this show, as did my dad (but he always falls asleep when watching anything that lasts longer than 5 minutes). Because this show is about Love, I think it is much more subdued and less theatrical.  The colors are more spring/easter-like with light pinks, blues, and purples.  The dancing is gorgeous and evokes a lot of emotion.  Although I enjoyed it, I wouldn't say this is my favorite Cirque show. For the Beatles lovers out there, you will like seeing the way Cirque reinvents some of the songs and how they work the music into their acts, and how complimentary their costumes are with everything. If you sit closer to the front, there are parts of the show where people soar above you.  I don't think there's a bad seat in the house.",Arts & Entertainment;Performing Arts,non_useful
gaZmS82KuHxVbYzUO5Kqag,"Always visit here when I'm downtown,  Love their fish and chips and their black chip porter or pale ale are fabulous microbrews.  Haven't found any better for the price  places to kick back and relax in Vegas.....and I've been coming here for more than 20 years.",Food;American (Traditional);Breweries;Restaurants,non_useful
AMxo2frXTlaO-qRLstWZOw,BEST of @stationcasinos Buffets @RedRockLV  still boring & bland. Nice decor but it always falls short! Service was ok this time but a lot of dried up uninviting crap on the buffet. For $18.88 pp I expect better. Next time Cabo's lesson learned!!:(,Buffets;Restaurants,useful
inn8fVYhBzXI3k0BrfTlMw,"I'm the furthest thing you could ever imagine from being a prude - but I'm also not even in the slightest bit into dudes shaking their asses in cheesy onstage dance skits. here's the skinny.  My daughter turned 21 and to Vegas we go.  She tells me momma, I really want to see Chippendales while were here   in my head I roll my eyes but to her face I tell her lets do it! I'm so glad we did - the seven of us head over to the Rio, purchase our tickets and enter the show. My daughter was sporting her beautiful sparkly crown that read 21 across it and it caught every beam of light that flashed onstage. They bring her onstage, do a dance skit thing for her  or should I say, to her.  She had the time of her life onstage feeling up the hard body of a probably very gay male.  I won't get into the details but they play it up really well. I have to laugh at the women in the audience who absolutely were losing their minds over these men - it was definitly entertaining but did not make me need to go spend alone time in the bathroom afterward. If you watched some of these mens faces as they paraded thru the audience you could tell they were merely going thru the motions of their job.   There were a couple of cool ones that caught up with my daughter after the show and even took pictures with them.  One asked my daughter if she was married.   All in all a five star review because you tight bodied men that clearly cannot dance, gave my daughter memories of a lifetime.",Adult Entertainment;Arts & Entertainment;Performing Arts;Nightlife,useful
kTi_bMo-k5EbMXS2onlhYw,"Those of you who know me personally, know I'd call myself a Sushi Novice - I'm a beginner at best - despite RC & Hikaru's efforts to introduce me to the world of raw fish.  However, I too, sometimes get a craving for a good california roll.  LOL Beginner that I am, I'm dragging my husband into this journey with me, and although I don't ever think he'll venture to try the Uni or the Eel, he too loves good tempura and mock - sushi. We came across RA and decided to stop in.  We had a couple of Bento Boxes - AKA your basic combo meal (rice, salad, egg roll and tempura) in addition to a couple of Rolls.  Pretty good stuff.  Prices were ok, although I hear there is a MEAN happy hour. We only saw our waitress twice - first to take our order and again to deliver the check - but the bus boy and the food runners took pretty good care of us.  We sat outside and could tell that the party of 9 to our left was taking up all our waitress' time, so she's forgiven. Next time, I think I'll try the Rainbow roll....yum.",Sushi Bars;Japanese;Restaurants,non_useful
N3MUwpzDvo4ogl7F06CSPg,"In a half hours time I searched yelp for mesa wifi spots, drove to The Bungalow and am now enjoying an egg bake with a pomegranate ice tea. Couldn't be happier to put off working a few minutes to give this lovely little place 4 stars.  I may upgrade my rating after trying the sweets!! Peace Ok,  I've now tried the brownie...  It's ridiculous.  I ate the whole thing save 2 bits just to kid myself.  It was good!",Food;Coffee & Tea,useful
jxrx7FrsqSQ3x95UskyIqQ,"It's cheap, it's delicious and it's open til 5 am. Sticky rice = delicious. Really yummy Coconut soup.   Pad Thai is delicious, so is the Pineapple Fried Rice. If you're looking for a dinner that won't cost you $50 like most places in Vegas, go here.",Thai;Chinese;Restaurants,non_useful
--jbD4JAmhAH3jXHruC1lQ,I visited this place on the recommendation of a colleague.  I dined alone at the bar and everything was excellent.  My only suggestion for improvement is to expand the wine list.  The service was impeccable.  The meal perfect!,Steakhouses;Restaurants,non_useful
wjG_LbI1brKwM9dmu1I3lg,I enjoyed this place. Menu has the standard bar food but it was delicious. I had the Cajun Burger. It was really good. Burger was cooked the way I wanted it. Cheese fries with bacon was an awesome appetizer. It could have been a meal in itself. Server was attentive and I never had an empty cup.  They had TVs everywhere. And it seemed like every ESPN show was on all at once. They had a scoreboard that showed fun sports facts. A little bit of sensory overload.  I would gladly come back again.,Bars;Arts & Entertainment;Arcades;Nightlife;Sports Bars;Restaurants,non_useful
1u814KAuFMvtyE6c0WLdIw,"I was not really a fan of the cupcake, that is, until I tried the cupcakes for Butter & Me at the Citadelle Plaza's Twilight Farmers Market.  The Owners enticed me with their beautiful presentation: desserts and cupcakes in glass and attractive serving pieces and she wears this adorable cupcake apron.  I bought a sampling of all they had to offer and thought maybe my daughter would appreciate the cupcakes.  My husband ate them on the way home from the market!  The following week, we got our own (no sharing!) cupcakes and they are light delicious and not too sweet, which is the best part to me.  It's become a family addiction.",Bakeries;Food;Desserts,useful
S-Y220v9qunFD3Is2zxvcg,"I would never stay in the hotel and have only gambled there. This is what to expect: nasty craps dealers who would rather be rude and condescending than polite or helpful. I think I saw one employee smile once. Yet, I won. So the joke is on them.",Hotels & Travel;Event Planning & Services;Hotels,non_useful
D8OXHC5HCmtAuAwztjb9QQ,Railfair again I can't remember how many times I have attended. It is always fun to see the trains and people again. Both of mt sons are coming with me they are 23 and 29. The boys like trains just like I do. I heard many improvements were made during the summer at the park. If you are going I suggest you get their early because the City of Scottsdale says they don't have a parking problem.,Active Life;Museums;Arts & Entertainment;Amusement Parks;Parks,non_useful
WQue9LrgTLOSRiCUZW_uQQ,"I came here because I got a sweet deal on a 2 bedroom suite for $99/night.  WELL, this place sucks. We were here for 3 nights and got maid service ONCE after asking for it two times.  The staff is not very friendly,  nor helpful.  The gym sucks, too.  The machines were old and there were tons of kids in there horsing around making the gym experience beyond awful.  The suite was okay.  It was pretty large with a full size kitchen (that we didn't necessarily use).  The pillows sucked, way too soft in my opinion.  I ended up stuck at the Asada bar on New Years Eve b/c my ID and credit card got lost, so I couldn't go to the W Scottsdale NYE party.   Apparently, the hotel found my ID/debit card and didn't even call me! They called one of our guy friends who happened to be staying at the hotel that same weekend..  My friend became friends with the van driver (they had a free shuttle service that took you anywhere as long as it was within five miles of the hotel) and apparently he found my ID in the back of the van.  He didn't even call me (the guest, who's name the room was under)! He called my friend who then called me. Talk about horrible customer service? I then had to call the hotel and be like, Sooo, I understand you have my ID??  They were supposedly sending it to my office, although that was 7 business days ago, so it's doubtful my ID and debit card will actually show up. This place sucks and I won't be returning.",Resorts;Hotels & Travel,useful
sOLXLeluen0g8ZGy6Bu9zw,I like XS better.,Nightlife;Dance Clubs,non_useful
QhzSmb5gDHlNSs2tumGDQA,"I've been wanting to try Ethiopian for a while, and when the veg place in Vegas that I originally wanted to try had a power outage, plan B was in effect. Across town we went in search of Merkato.So glad we did!We were the only non-Ethiopians in the place, which I took as a good sign. Service was friendly, even if we looked like we had no idea what we were doing!We each got a samusa, which is like an Indian somaosa, for $1! A puff pastry type pocket filled with lentils and spices. Very delicious!My boyfriend and I split the vegetarian platter. It was much bigger than we thought, and it was filling! The meal is served with ingera, a spongy bread, that you use to scoop up the food. What a fun experience. I was so looking forward to a new cuisine and a different way to eat. The bread doesn't have a whole lot of flavor, which is good because the meal is filled with so many different spices and flavors.The food was surprisingly filling, but we managed to put most of it away. I left happy and satisfied!Oh, did I mention how inexpensive this place is?! Even with two beers, our total was about $17! I don't remember the last time my boyfriend and I got out of a restaurant in under twenty bucks!",Ethiopian;Restaurants,non_useful
o_65FVdg0TKgz0MRhy2OwQ,"I am by no means any expert on Dim Sum... in fact, my first experience was at Great Wall! I enjoyed it so much, though, that I went back the next time I was in town. They have a wide variety of dishes to choose from. And I must admit that it would be helpful to go with an experienced 'Dim-Sum-er' because some of the dishes can be intimidating!I don't eat any meat except fish, and they had plenty of delish options for me. The broccoli, noodle, tofu, and sesame balls are by far my favorites. They can get really crowded, as both times I was there (Saturday and Sunday), they were packed. Plenty of parking in the lot, though.The inside is massive and nicely decorated. I never made a trip to the restroom, but I did hear that they are very nice too. :-PEach time I've been there, all 4 of usl left completely stuffed, and we each spent about $12 for the food we shared.",Dim Sum;Chinese;Restaurants,non_useful
NAF9BpoQWScFu_Jmvoaeog,"FREE PASSES in VEGAS-- can't beat free.  Actually, VIP no lines beats passes. What happened:  I told this rep I had a female party of six that was looking to have a good time for my sister's bachelorette party, told him when I arrived, then Chris texted me an invite to the Palms: Moon, Rain, Playboy and Ghost bar that afternoon.  We checked in at Moon and made our rounds.  The ladies will always remember this night cause we partied like rockstars on every ROOF-- spectacular! Thanks Chris!  What I did: a free vegas passes search on google and found this website-- three months ahead (not necessary, but I wanted everything to be perfect as the maide of honor) I didn't know which clubs to go to but I knew I wanted to get me and my sisters bachelorette party in free, so I filled out my contact info along with my request for 6 passes to whatever clubs they recommended.  Chris called me back maybe 12hours later and gave me the low down on Vegas clubs and basically said women really shouldn't pay for club entry at ANY of the hot clubs in Vegas-- he was right.   We showed up around 11pm at Moon and they gave me a card and stamped everyones hand.  Each club was different but they all played the best jams and we danced our butts off til I don't even know when.  One thing I remember is my sister kept saying I feel like I'm in a music video and from the looks of our pics, she musta felt it too.   The next night Chris invited us to Cathouse with VIP entry and free champagne.  We ended at a show and fancy dinner but it was nice to know that I could text him for entry to most of the clubs in Vegas-- or at least any the girls were interested in.   I wouldn't go back without contacting him again.  It's nice to go out with your girls and save your money for all of the other sinful pleasures in Vegas-- ya know?   The recommendation:  Visit the site and figure out where you wanna go.  Ask what's hot the night you're going out.  Call or email Chris when you're arriving.  Text him the afternoon before you want so he'll escort you into the select club-- so you don't have to wait in line.  He'll probably text you before you remember to text him which is nice since it's easy to get off track in Vegas.",Event Planning & Services;Party & Event Planning,useful
JiiPG5vSvRUlwAkxQNJq3A,Some really great things that the McCarren airport has that most others don't: - slot machines & video poker!... so that you can win (or lose) while you wait- Coffee Bean & Tea Leaf- silly airport security videos- a fun monorail  But...- you'll probably be hung-over- you'll either want to leave Vegas faster or not at all- your flight will likely be delayed,Hotels & Travel;Airports,useful
55QN8yBAT60SiauowAuJWQ,"ROOMThe suite we had was nice enough - two queens and a large couch that serves well enough for an emergency bed. FOODThe restaurants lean towards standard fare - three separate bar and grill types, for instance.  Nothing wrong with any of the three, just not exciting, either. GAMINGI only played craps when I wasn't playing poker - they had enough tables, but out of the six, there was only one team that seemed interested in entertaining.   WORLD SERIESThey definitely keep making the setup better - more rooms with better table spacing, much better food options, more bathrooms.  There are more windows for sign-ups, but pre-registering and going through will-call is the way to go if you can manage it. Some things can still get better:  the hallways are crazy during breaks and their over-flow tables were practically back in the casino.  That's a crappy experience for those who put up the money to play in the most popular poker events in the world. FUNThe Voodoo lounge is fun enough on the weekends.",Hotels & Travel;Arts & Entertainment;Casinos;Event Planning & Services;Hotels,non_useful
HV9vBlRpwaCrkzj6nLMsMg,"This takeout & eat-in joint has reportedly been open for about thirty years now, but has recently reopened with fresh signage and fixtures. It's bright and comfortable.The staff aren't Egyptian, but the menu is; the kofta is worth the 10-minute wait for it to be freshly grilled, the garlic beets are gloriously, viciously garlicky, and the shawarma meat is flavourful and moist.  The fateer didn't strike me as awfully authentic, and I've never had samosas in Egypt, but hey, they're probably tasy too.  At $10.50 for a plate with one meat dish, two vegetable dishes, and a choice of rice, it's a great deal.  I'll come back to town when they have karkade!",Mediterranean;Restaurants,non_useful
tPmQFZGRfM4gtJhiUySdDQ,Scale of 1-10 (multiple visits):9 Food9 Service9 Atmosphere9 Value This place would be perfect for downtown,Food;Coffee & Tea;Creperies;Restaurants,non_useful
SGonVZyb-uePJjqnZIW7og,"I came here this weekend to see Zombieland, and it was hysterical.  I've been to this theatre before on several different occasions.  Everything is clean, runs smoothly, and I have no formal complaints. The theatre is comfy....great seats, big theatre area, and really not a bad seat in the house.  Will be back in the future!!!",Arts & Entertainment;Cinema;Performing Arts,useful
iFOIfHxUNw6SdHw0TpKPmw,"To me, this place is almost like an upscale filibertos. It has a real quaint and nice home style environment that's very inviting. But sadly it stops about there. I tried one of the breakfast burritos because everyone else rants about them and to be honest it couldn't shake a stick at one from filibertos. The overall burrito was somewhat small and the potatoes were simply mushy, not really holding any form. I wasn't really pleased by my experience but I decided to try it another day (chips and salsa are chips and salsa, can't really mess that up) About a week later I went back for a three rolled taco combo. Surprisingly, they managed to take the deep frying step and double the length of it I assume, leaving them in too long. I was at the end of the lunch rush is that helped any. What should have been crispy/soft rolled tacos turned into thick tough chips filled with meat.  I was too disappointed and just ready to wash my hands clean of the place so I didn't raise a fuss.  All in all, it's a personalized filibertos that offers chips and salsa with most meals. I'm not sure if it's supposed to be healthy mexican food but either way it wasn't that tasty for me. I'm glad the rest of you had good experiences.",Mexican;Restaurants,non_useful
xwCU_QjYWRX-nTrTq_IQ_g,first date :),Burgers;Fast Food;Restaurants,non_useful
w_k_GNMkuTKv91Qu52AaxA,"Beautiful and romantic restaurant, I felt very comfortable and received  excellent service.The special warm artichoke salad was one of the most delicious bites I've ever had;  it had some peppery green herb on top,  maybe watercress, it was such an awesome combination.  The beet salad was delicious with the roasted pine nuts.  The freshly made pasta dishes were so good: mint love letters was out of this world, bolognese was good and red khurri squash ravoli had an innovative combo of light, creamy, and sweet.  i was so full after sharing everyone's dishes i could not eat my main entree: blood orange duck.  my friends who ate the duck as leftovers really enjoyed it, they said they never tasted duck so juicy. we ordered a very good red wine with dinner,  quota 600,  i thought it was perfect complement with the food.this place is very expensive but for a special occasion, i would definitely recommend this place and i would personally want to go back.  i might just go for good pasta or order a main entree and share a pasta dish with another.  over-ordering was a mistake.",Restaurants;Italian,non_useful
3AYoeP1HJeNhePo6iTSoTA,"Had a great egg, cheese and bacon croissant here. It was fresh, high quality and even worth the $9 I paid.",Bars;Nightlife;Lounges,non_useful
so9a4cnFAtuU4TsWWbH_Ig,"Awesome. So much better than parking on site. Safe and good prices keep me coming back. Flying during a busy time, go to their website to make a reservation...that's right a reservation! Also print out a coupon for a couple bux off per day.",Automotive;Parking,useful
qbtGytC0ZTonFyLS5eGOgA,"Hands Down. The best food I have ever eaten. I've always watched the Food Channel and wondering what critics were saying when flavors marry each other or food melts in your mouth. Well, I'm not a professional critic. But now I know exactly what they  were talking about. I ordered appetizer, salad, main course and dessert and had a food orgasm in my mouth!",American (New);Restaurants,non_useful
qj8pMyxlmE9dappaI1CnVQ,"I have to preface this review by saying that I haven't yet had dim sum anywhere else in Phoenix. Before moving here from CA in April, my husband and I had dim sum all the time--almost every weekend, in fact. For a few months, we lived within walking distance of Oakland's Chinatown and would frequent all the dim sum hot spots there on weekend mornings.  For some reason, I had an overwhelming craving for the stuff this past weekend and since we were already heading to the Chandler mall, I figured it would be a good time to go in. We arrived around 11:15 or so and got a table within 10 minutes. We were greeted very promptly by someone who took our drink order and immediately were serviced by carts. If this speed of service doesn't seem like a big deal, it is. We've been to dim sum places where it's: 1) virtually impossible to get drinks or anything off menu; and 2) unheard of to get a chance to choose dim sum until 5 minutes or so after sitting down.  We ended up trying five things: 1. Glazed pork buns--flavorful pork but not as savory as the filling in the best ones I've had2. Crab balls--not nearly enough crab in the filling3. Pickled jellyfish--a bit fishy and not as tangy/vinegary as the same dish at Lao Ching Hing4. Rice noodles with onion and scallion--these were quite good but a little greasy5. Shrimp on top of eggplant--this was by far the best dish and came with crispy scallions and peppers (which added a ton of zest and flavor)6. Sausage buns--the buns were the perfect texture, but the sausage was kind of dry and tasted a bit off Overall, I thought the variety of dim sum and service speed/quality were top-notch. Some of the individual items were less than stellar, though, and I have a feeling that we can find better dim sum elsewhere in the Valley. That being said, though, we came from dim sum heaven and all my reviews will naturally be a bit inflated based on the lack of availability of dim sum in this area.",Seafood;Dim Sum;Chinese;Restaurants,useful
7l9_o7AMaqpl07sdUgFeRA,I signed on to yelp just to write a review about Diego it was the worst so called Mexican food I have ever experienced! Very bland flavor and very over priced. I live in Orange county and work in Los Angeles and we have some very good Mexican restaurants and Diego do not even come close to any of them.,Mexican;Restaurants,non_useful
rkQOw4MP2mCPA_WqPteHZQ,"I am surprised at the 3 star reviews. I have always had great food and great service here. I love the pot roast, it is served topped with fried onions YUM! I think the prices fall in line with the quality and the portions. I'm not sure where the Luby comment came from unless he is 18 or even younger. The crowd whenever I have eaten there has been a wide variety but usually a high concentration in the 26 or so to 40 range. This little gem doesn't disappoint. Good eats and good prices.",American (New);Sandwiches;Salad;Restaurants,useful
-N0QVhFxdmoWVHsvnsyfuA,"This place is so unbelievably cool. In a city desperate for arts, this is perfect! Her Secret is Patience is a bold statement for downtown, a sign of youth, renaissance, and complexity. It's serenity and over-looming stature make it something to admire. I wish more public spaces in the Valley were this awesome.  It's worth checking out, even if it's not your taste in art, you've got to admit it's pretty interesting. Be sure to see at at night too! Lot's of beautiful colors accent the homogenized office buildings. :)",Active Life;Landmarks & Historical Buildings;Public Services & Government;Parks,useful
icseiFLnQ42bamp1dBysuA,"Went back recently. The burger was not quite as delicious as last time, and the place was almost empty. They try hard to please, and have the best intentions, but I think they picked a price point for their food that is too high for this moment in time. $9.75 for a half-pound cheeseburger is just too much when there are so many good alternatives around.",Burgers;Restaurants,non_useful
sFOrBr0fO1ZLfKb_Jy5xqQ,"AAAHHHH!!!   Don't waste your money here!  When we went on a Wednesday night the place was empty, no music, no laughing....  the atmosphere was severely lacking.  I ordered a shredded beef taco, chicken enchilada with green sauce, and rice and beans.  Ugh... the shredded beef was too thick and unseasoned (and left a bad after taste), the chicken enchilada had weird cubed chicken inside (was topped with sour cream, what?!)  and the green sauce lacked in flavor and tasted like it was full of fat.  Even the rice and beans were bland!     Also, this place is way too pricey for a little hole in the wall mexican food joint.  For 2 people (ordering water and no appetizers) we spent $24!! Ahhhh!  Honestly, Filiberto's would have been better!!  Yikes!",Mexican;Restaurants,non_useful
3nZsJnLg2Ih-m7k-TNAs7A,"I've tried all kinds of mexican food from New Mexico, regular Mexico, back home in San Diego and many places in between. This is not any of that. This is crazy psuedo-mex from Miami or something. The only people they could fool are east-coasters and Las Vegas convention goers who get lured in by passing through all the time. Everything tasted like lime. The corn tortillas were a pasty, dry mess and terribly under salted or not salted whatsoever. It's hard to imagine a mexican place that can screw that up. The truth is, however, real mexicans could not have had anything to do with concocting the food served here. This place exists to sell cocktails and $6 lime ades.  If you're going to eat at Mandalay, head over to Burger Bar not too far away. If you're looking for mexican, go elsewhere.",Mexican;Restaurants,useful
pJ8DrIa3xK1Bt9H1WDHpRg,Good food located in a good area. The crowd is great food is americanized Japanese,American (New);Sushi Bars;Restaurants,non_useful
