it w0 w1 ww1 w2 ww2 w10 w11 ww11 w12 ww12 w20 w21 ww21 w22 ww22 e
11 -0.036140962720229514 0.013019485238827146 -0.36024179376770255 0.01256439430334667 -0.34764968494638043 0.022272358974019208 -0.5452796313972504 -24.48234747084138 0 0.0 0.02239491523449861 0 0.0 -0.5447289074593256 -24.32377625704022 0.13063349234003266
12 -0.04151813041771617 0.025960581521992883 -0.6252830091529186 0.025505827776376735 -0.6143298727510419 0.029796272640396942 -0.5684658601840933 -19.078421890038133 0 0.0 0.029928420026721195 0 0.0 -0.5679290516103623 -18.976245692331716 0.1304959807660678
13 -0.04745863357813922 0.03936354647720307 -0.8294285677734942 0.03891069718648484 -0.8198865886524007 0.037816945144525826 -0.589036447969696 -15.57599234201924 0 0.0 0.037958771736820565 0 0.0 -0.5885032504204958 -15.503748501157085 0.13036535895547655
14 -0.053879511944342526 0.05314100999300715 -0.9862934550688164 0.05269084969725633 -0.9779385112412657 0.04626245725091192 -0.6073612650476643 -13.12859932522698 0 0.0 0.046413672910655485 0 0.0 -0.6068238630876377 -13.07424784622734 0.13024011530045387
15 -0.060710851558688966 0.06722711198046177 -1.1073327132542945 0.06677988716788431 -1.099966240851167 0.055072849449134605 -0.6237535001555637 -11.325971080026715 0 0.0 0.055232905279741895 0 0.0 -0.6232060122839418 -11.283237938101344 0.1301190838300713
16 -0.0678950781166674 0.08157148856135961 -1.2014344901583496 0.0811270650034519 -1.1948887497271503 0.06419812960244048 -0.6384777780953652 -9.945426479700643 0 0.0 0.0643663061136911 0 0.0 -0.6379157757864725 -9.910709722253022 0.13000134826894602
17 -0.07538559285999495 0.09613504928331203 -1.27524432237142 0.09569301066954448 -1.2693806208735956 0.07359648588088252 -0.651757879691109 -8.85582880609263 0 0.0 0.07377195369196 0 0.0 -0.6511780015110988 -8.826904655801018 0.129886176547351
18 -0.0831452034024551 0.11088699966206111 -1.3336548005700934 0.11044670797576678 -1.3283593455314768 0.08323277960283411 -0.6637835326177317 -7.975025414087332 0 0.0 0.08341463904093974 0 0.0 -0.6631831871168965 -7.950441250383012 0.12977297529623824
19 -0.0911445807625887 0.12580272705439816 -1.3802546021039495 0.12536335855997668 -1.3754340358042818 0.09307731311619222 -0.674716157286667 -7.248986188980243 0 0.0 0.09326461872158681 0 0.0 -0.6740932996769329 -7.227749482247214 0.12966125759651276
20 -0.09936085129714181 0.14086228612548476 -1.417683969959472 0.14042285210178873 -1.4132613626854875 0.10310483797489758 -0.6846936320141587 -6.640751738350605 0 0.0 0.10329661271568123 0 0.0 -0.6840465988089506 -6.622159050769213 0.1295506196544878
21 -0.10777636557751417 0.15604930276653164 -1.4478991004228932 0.1556086608849126 -1.4438106170224938 0.11329376170722717 -0.693834206218233 -6.124204861440066 0 0.0 0.1134890044434574 0 0.0 -0.6931615940279696 -6.107742308844706 0.12944072359560832
22 -0.11637765112467767 0.17135017203413727 -1.4723632104463635 0.17090703213170022 -1.468555435515743 0.12362551406234253 -0.7022397016853593 -5.680378415504345 0 0.0 0.12382320274533196 0 0.0 -0.7015402790604748 -5.665660906085086 0.1293312845307821
23 -0.1251545384318527 0.18675346435043924 -1.4921829179381096 0.18630639094880208 -1.4886107470265402 0.13408403944812405 -0.7099981309984995 -5.2951725941489975 0 0.0 0.13428313174316092 0 0.0 -0.7092707747467908 -5.281905221747364 0.12922206066369862
24 -0.13409944197524615 0.20224948053198133 -1.5082052360017666 0.20179689355014974 -1.5048302258215218 0.14465538855534996 -0.7171858437931791 -4.957892346462849 0 0.0 0.1448548210033629 0 0.0 -0.7164294933047008 -4.945845007727209 0.12911284560385883
25 -0.14320677546914107 0.21782991418358055 -1.521086648798399 0.2173700887187383 -1.5178757290403366 0.15532738781094876 -0.7238692922470193 -4.66028111621919 0 0.0 0.1555260742468542 0 0.0 -0.7230829170113459 -4.649271323235831 0.12900346230919002
26 -0.15247248093156907 0.23348759231203575 -1.5313425143047745 0.23301865799934263 -1.5282669802160782 0.166089369997312 -0.7301064897945326 -4.39586524897017 0 0.0 0.16628619967306302 0 0.0 -0.7292890665506349 -4.3857461893079375 0.12889375825390528
27 -0.16189365276747325 0.24921627350987569 -1.5393826085808522 0.24873621374632404 -1.5364173301073278 0.17693195312239882 -0.735948222323204 -4.159498662257383 0 0.0 0.17712578880350818 0 0.0 -0.7350987192201226 -4.150150715972778 0.1287836015327698
28 -0.17146824025828544 0.2650104889577396 -1.5455368793576578 0.26451714013660743 -1.542659677023342 0.18784685755215774 -0.7414390590628956 -3.947039991643336 0 0.0 0.18803653373964666 0 0.0 -0.7405564249034913 -3.938364583601917 0.1286728776917654
29 -0.1811948141437068 0.2808654156188987 -1.5500742498962607 0.2803564664385346 -1.5472653991972534 0.19882675367500222 -0.7466182007242527 -3.7551194038235827 0 0.0 0.1990110750302453 0 0.0 -0.7457013578755185 -3.7470344691228283 0.12856148712978707
30 -0.19107238517385758 0.29677677390561724 -1.5532164610578278 0.29624976476865905 -1.5504582962059124 0.209865134099792 -0.7515201947813828 -3.5809673579415575 0 0.0 0.21004287410354577 0 0.0 -0.750568034710617 -3.5734039439043577 0.1284493429544963
31 -0.2011002644957658 0.312740744159999 -1.5551483482339419 0.31219306665344626 -1.5524249430314376 0.22095620571360713 -0.7561755417497524 -3.422286960927773 0 0.0 0.2211261055629696 0 0.0 -0.7551869224222039 -3.415186644288595 0.1283363692030307
32 -0.21127795748049816 0.3287538977673137 -1.5560255394728484 0.32818279420167085 -1.5533224483768662 0.2320947979392652 -0.7606112115510765 -3.2771575162581366 0 0.0 0.23225556567087144 0 0.0 -0.7595849561280997 -3.270470414493769 0.12822249935835311
33 -0.22160508409427004 0.3448131397827343 -1.5559802754166596 0.3442157027642974 -1.5532843218428565 0.243276284309512 -0.7648510853094547 -3.143960733699636 0 0.0 0.24342659412952172 0 0.0 -0.7637859817362773 -3.1376439557375733 0.12810767510690083
34 -0.23208132018449856 0.36091566072381387 -1.5551258517354838 0.3602888327346693 -1.5524249536681758 0.25449651507215454 -0.7689163349675588 -3.021323630893557 0 0.0 0.2546350068706069 0 0.0 -0.7678111361507359 -3.0153400570758917 0.1279918452943928
35 -0.24270635511374722 0.37705889574488627 -1.5535600440630124 0.3763994687081649 -1.550843069320376 0.2657517590014068 -0.772825750774916 -2.908073886994761 0 0.0 0.2658770380283828 0 0.0 -0.7716791751317986 -2.9023911987819746 0.1278749650452093
36 -0.25347986205697254 0.3932404898246731 -1.5513677758601894 0.3925451046367352 -1.5486244210930893 0.2770386529481104 -0.7765960248467043 -2.803204594674958 0 0.0 0.2771492896306066 0 0.0 -0.7754067570703449 -2.7977944958972536 0.12775699501738572
37 -0.2644014780060033 0.40945826790614503 -1.5486232187281805 0.4087234139218572 -1.5458439075464512 0.2883541579399629 -0.7802419975154641 -2.7058461826581857 0 0.0 0.28844868782064753 0 0.0 -0.7790086894438164 -2.70068376919846 0.1276379007704665
38 -0.2754707911233236 0.42571020915752844 -1.5453914639064044 0.42493222361917155 -1.5425672605301248 0.29969552086106455 -0.7837768720178505 -2.6152438640589515 0 0.0 0.29977244464266123 0 0.0 -0.7824981435299441 -2.61030710965682 0.12751765222758402
39 -0.2866873335759635 0.441994424696263 -1.541729867110253 0.44116949210063094 -1.5388524027125683 0.3110602409120486 -0.7872124021104929 -2.530739382835735 0 0.0 0.311118024593683 0 0.0 -0.7858868419973983 -2.526008716543372 0.12739622321643237
40 -0.29805057837783194 0.4583091382488163 -1.5376891423704209 0.45743328965060653 -1.5347505518701887 0.32244604018845235 -0.7905590564438414 -2.4517561325355466 0 0.0 0.32248311528272916 0 0.0 -0.7891852232208848 -2.4472140891128085 0.12727359107646743
41 -0.30955993909078006 0.4746526693194654 -1.533314261249648 0.473721781572088 -1.5303071287695487 0.3338508378238975 -0.7938261629022118 -2.377786942445674 0 0.0 0.3338656016456697 0 0.0 -0.7924025855426511 -2.37341787125355 0.12714973632182774
42 -0.3212147714942466 0.49102341851840764 -1.528645199703098 0.490033213455863 -1.5255625112640256 0.34527272723223634 -0.7970220356122205 -2.308383989668926 0 0.0 0.34526354325194386 0 0.0 -0.7955472141926525 -2.3041738108217524 0.1270246423512381
43 -0.33301437654162674 0.5074198547596871 -1.5237175644765586 0.5063658983252074 -1.5205526667762697 0.35670995605378736 -0.8001540869070332 -2.2431504176642045 0 0.0 0.35667515430988433 0 0.0 -0.7986264931620726 -2.2390864166227145 0.12689829519760645
44 -0.3449580040877891 0.52384050408667 -1.5185631232761794 0.5227182054154502 -1.515309687617576 0.36816090846872684 -0.8032289261920951 -2.1817333337559512 0 0.0 0.3680987860350896 0 0.0 -0.8016470039810167 -2.177803987391033 0.12677068331121918
45 -0.35704485700415395 0.5402839399203451 -1.513210257259242 0.5390885503849386 -1.5098622478650259 0.37962408958838373 -0.8062524473748587 -2.123817928016783 0 0.0 0.3795329110937278 0 0.0 -0.8046146130664418 -2.1200127565952713 0.1266417973714244
46 -0.369274095401836 0.55674877455587 -1.5076843501573762 0.5554753867837665 -1.5042359962436855 0.3910981116747431 -0.8092299062851656 -2.0691225094897976 0 0.0 0.39097610987199755 0 0.0 -0.807534549069315 -2.065431950135509 0.12651163012251262
47 -0.38164484076481753 0.5732336517573009 -1.5020081251682553 0.5718771986308646 -1.4984538962581566 0.40258168197153343 -0.8121659893154217 -2.0173942970729852 0 0.0 0.402427058355859 0 0.0 -0.8104114714515663 -2.013809595116574 0.1263801762301797
48 -0.39415617985832313 0.5897372403205868 -1.4962019383599772 0.5882924939699801 -1.4925365224044895 0.41407359195814303 -0.815064874343423 -1.968405834549851 0 0.0 0.4138845174328565 0 0.0 -0.8132495313564345 -1.964918949857471 0.1262474321555233
49 -0.40680716832607333 0.6062582284916821 -1.490284035520584 0.6047197992916538 -1.4865023194648945 0.42557270786126866 -0.8179302848599876 -1.9219519244326697 0 0.0 0.42534732345138043 0 0.0 -0.8160524256946005 -1.918555450338645 0.12611339604399496
50 -0.4195968339268521 0.6227953191407395 -1.4842707780042754 0.6211576547222641 -1.4803678304935683 0.43707796227942414 -0.8207655381039134 -1.877846995129893 0 0.0 0.43681437989282657 0 0.0 -0.8188234452485077 -1.874534088024776 0.12597806762712127
51 -0.4325241793882232 0.6393472256053432 -1.478176842066165 0.6376046098930828 -1.4741478980318101 0.44858834679283993 -0.8235735879045799 -1.8359228316845015 0 0.0 0.44828465002942214 0 0.0 -0.8215655174948054 -1.8326871496511956 0.12584144813513934
52 -0.44558818487523427 0.6559126681260463 -1.4720153953581678 0.6540592204124973 -1.4678558422630426 0.4601029054463465 -0.8263570628448286 -1.7960266128795217 0 0.0 0.4597571504554714 0 0.0 -0.8242812447569892 -1.7928622620450638 0.1257035402189656
53 -0.4587878100861429 0.6724903708063991 -1.4657982536199707 0.670520044873399 -1.4615036191731006 0.4716207290059393 -0.8291183002812166 -1.7580192075712922 0 0.0 0.47123094539281446 0 0.0 -0.8269729382246709 -1.7549206950645244 0.12556434788014914
54 -0.47212199599687976 0.6890790590374343 -1.459536020096781 0.6869856423354637 -1.455101961273594 0.48314094990117296 -0.8318593766934276 -1.7217736912252737 0 0.0 0.48270514168269246 0 0.0 -0.8296426483105254 -1.7187358838118472 0.12542387640765681
55 -0.4855896662821624 0.7056774573334159 -1.453238209816777 0.7034545702288388 -1.4486605030430804 0.4946627377755821 -0.8345821347779555 -1.6871740502042576 0 0.0 0.4941788843862172 0 0.0 -0.8322921917592745 -1.6841921378186822 0.1252821323205005
56 -0.49918972844472964 0.7222842875316708 -1.4469133605413163 0.7199253826317447 -1.4421878929174619 0.5061852955761662 -0.8372882076518691 -1.6541140467125275 0 0.0 0.5056513529244504 0 0.0 -0.8349231758737508 -1.6511835102288295 0.1251391233153577
57 -0.5129210746857455 0.7388982673146618 -1.4405691319417262 0.7363966288797998 -1.4356918933989453 0.5177078561207767 -0.8399790404894303 -1.6224962216788739 0 0.0 0.5171217576968709 0 0.0 -0.8375370201800794 -1.6196128043620845 0.12499485821845202
58 -0.5267825825495455 0.7555181090171932 -1.434212394344178 0.7528668524696066 -1.4291794706382444 0.5292296790891468 -0.8426559098767055 -1.5922310164596103 0 0.0 0.5285893371238836 0 0.0 -0.840134975816404 -1.5893906986237685 0.1248493469410632
59 -0.5407731153749898 0.7721425186858424 -1.4278493082083294 0.7693345902233182 -1.4226568746669965 0.540750048389405 -0.8453199411363124 -1.5632359972117478 0 0.0 0.5400533550651142 0 0.0 -0.8427181428966356 -1.5604349736796452 0.12470260043811959
60 -0.554891522584074 0.7887701953614599 -1.4214853953584232 0.785798371684653 -1.4161297113087419 0.5522682698573382 -0.8479721238454755 -1.5354351682462644 0 0.0 0.5515130985706336 0 0.0 -0.8452874860717724 -1.5326698282643136 0.1245546306693998
61 -0.5691366398363584 0.8053998305589112 -1.4151256028613526 0.802256718720149 -1.4096030066713305 0.5637836692504612 -0.850613325745072 -1.50875836271729 0 0.0 0.562967875927044 0 0.0 -0.8478438484859052 -1.5060252720277396 0.1244054505629326
62 -0.5835072890754394 0.8220301079211979 -1.4087743603403742 0.818708145302408 -1.4030812650166575 0.5752955905032251 -0.853244305214904 -1.4831407007110038 0 0.0 0.5744170149646218 0 0.0 -0.8503879643016188 -1.4804365855248802 0.12425507398023794
63 -0.598002278491201 0.8386597030277388 -1.4024356314222286 0.8351511574547277 -1.3965685207117753 0.5868033942134739 -0.8558657224706335 -1.4585221062291216 0 0.0 0.5858598615954781 0 0.0 -0.8529204699497516 -1.4558438388780972 0.12410351568309864
64 -0.6126204024190944 0.8552872833389294 -1.3961129599366922 0.8515842533388523 -1.3900683848858864 0.5983064563336192 -0.8584781496203323 -1.4348468757650172 0 0.0 0.5972957785560618 0 0.0 -0.8554419142410397 -1.4321914618399543 0.12395079130159259
65 -0.6273604411952498 0.871911508261185 -1.3898095114190105 0.8680059234696568 -1.3835840873484597 0.6098041670429908 -0.8610820797031588 -1.4120632921854945 0 0.0 0.6087241443303029 0 0.0 -0.8579527674617685 -1.4094278589945834 0.12379691730314975
66 -0.6422211609838878 0.8885310293185082 -1.3835281104055677 0.8844146510424205 -1.3771185142630467 0.6212959297804596 -0.8636779348190038 -1.3901232784901585 0 0.0 0.6201443522323382 0 0.0 -0.8604534295619328 -1.3875050646910712 0.12364191096243023
67 -0.6572013135913084 0.9051444904182573 -1.3772712739602595 0.9008089123599746 -1.3706742420179605 0.6327811604187829 -0.8662660734458628 -1.36898208674948 0 0.0 0.6315558096301074 0 0.0 -0.8629442375323495 -1.3663784330283697 0.12348579033184469
68 -0.6722996362786996 0.9217505282002283 -1.371041241822299 0.9171871773484461 -1.3642535676878296 0.6442592865641987 -0.8688467970309811 -1.348598018143434 0 0.0 0.6429579372931895 0 0.0 -0.8654254720564909 -1.346006358829436 0.12332857421256416
69 -0.6875148515841458 0.9383477724594307 -1.3648400035247603 0.933547910151583 -1.3578585364382123 0.6557297469666497 -0.8714203559323273 -1.3289321705526462 0 0.0 0.6543501688500913 0 0.0 -0.8678973635133475 -1.3263500260701833 0.12317028212588577
70 -0.702845667162535 0.9549348466340531 -1.3586693227963256 0.9498895697947614 -1.3514909661883092 0.6671919910276379 -0.8739869547785413 -1.3099482106078473 0 0.0 0.6657319503418386 0 0.0 -0.8703600973992378 -1.3073731806807938 0.12301093428484007
71 -0.7182907756505383 0.9715103683510925 -1.3525307595259306 0.9662106109107471 -1.3451524698137378 0.6786454783941778 -0.8765467573080367 -1.291612167493013 0 0.0 0.6771027398601683 0 0.0 -0.8728138192290418 -1.2890419250249832 0.12285055156594282
72 -0.7338488545624932 0.988072950022976 -1.346425689540725 0.9825094845201394 -1.3388444751418098 0.6900896786285801 -0.8790998907413161 -1.2738922461329336 0 0.0 0.6884620072599029 0 0.0 -0.8752586389707292 -1.2713245316967916 0.12268915548100752
73 -0.7495185662218146 1.0046211994892538 -1.340355322421651 0.9987846388601617 -1.3325682429654166 0.701524070944947 -0.8816464497346755 -1.256758657685267 0 0.0 0.6998092339362286 0 0.0 -0.8776946350611885 -1.2541912745626476 0.1225267681489511
74 -0.7652985577315123 1.0211537206980923 -1.3343207175575795 1.01503452025612 -1.3263248832780654 0.7129481440042548 -0.8841864999582536 -1.2401834655073833 0 0.0 0.7111439126586014 0 0.0 -0.8801218580461483 -1.2376142752257067 0.1223634122675339
75 -0.7811874609864609 1.0376691144228627 -1.3283227986180477 1.0312575740304037 -1.3201153699115467 0.7243613957607935 -0.8867200813367349 -1.224140444985223 0 0.0 0.7224655474539032 0 0.0 -0.8825403338823554 -1.2215673633055364 0.12219911108498947
76 -0.7971838927292773 1.0541659790096116 -1.3223623666059259 1.0474522454443933 -1.3139405537388433 0.7357633333535163 -0.8892472109868949 -1.2086049557998744 0 0.0 0.733773653532253 0 0.0 -0.8849500669360486 -1.2060259491139533 0.12203388837150692
77 -0.8132864546509586 1.0706429111516276 -1.3164401116346143 1.0636169806690565 -1.3078011745880278 0.7471534730365502 -0.8917678858825001 -1.1935538253716655 0 0.0 0.7450677572495835 0 0.0 -0.8873510427081105 -1.1909669074712956 0.12186776839054007
78 -0.8294937335368394 1.0870985066876788 -1.3105566235593493 1.0797502277803832 -1.3016978719977628 0.7585313401437287 -0.8942820852738166 -1.178965242364759 0 0.0 0.756347396101713 0 0.0 -0.8897432303130107 -1.1763684715500213 0.12170077586992385
79 -0.8458043014579161 1.103531361420817 -1.3047124015787765 1.095850437776106 -1.2956311949314805 0.7698964690825569 -0.8967897728860644 -1.1648186592604057 0 0.0 0.7676121187451873 0 0.0 -0.8921265847357556 -1.1622101357572514 0.12153293597278773
80 -0.8622167160071559 1.1199400719549135 -1.298907862910905 1.1119160656104379 -1.2896016105551933 0.7812484033535002 -0.8992908989185812 -1.1510947031166845 0 0.0 0.7788614850406611 0 0.0 -0.8945010488884734 -1.1484725667771019 0.12136427426826224
81 -0.878729520580035 1.1363232365463214 -1.2931433506367842 1.1279455712437698 -1.2836095121730193 0.7925866955909103 -0.9017854018641398 -1.1377750937287898 0 0.0 0.7900950661150167 0 0.0 -0.8968665554859555 -1.135137521989532 0.12119481670198053
82 -0.8953412446982504 1.152679455968257 -1.287419140795569 1.1439374207044768 -1.2776552264047758 0.8039109076222852 -0.9042732101658206 -1.1248425684885597 0 0.0 0.8013124444388022 0 0.0 -0.8992230287574265 -1.1221877745667557 0.12102458956638423
83 -0.9120504043752917 1.1690073343856655 -1.281735448806008 1.1598900871601419 -1.2717390196812728 0.8152206105428907 -0.906754243727002 -1.1122808133164777 0 0.0 0.8125132139159195 0 0.0 -0.9015703860099799 -1.109607044622509 0.12085361947084657
84 -0.9288555025223482 1.1853054802384764 -1.27609243528162 1.1758020519956498 -1.2658611041251382 0.8265153848030725 -0.9092284152884028 -1.1000743991051511 0 0.0 0.8236969799827899 0 0.0 -0.9039085390574852 -1.0973799358550171 0.12068193331163175
85 -0.9457550293928596 1.2015725071312717 -1.2704902112998941 1.1916718058957263 -1.2600216428780044 0.8377948203058461 -0.9116956316846553 -1.0882087231714215 0 0.0 0.8348633597145039 0 0.0 -0.9062373955273179 -1.085491877182419 0.12050955824171357
86 -0.9627474630638805 1.2178070347275036 -1.264928843179615 1.2074978499295983 -1.2542207549286246 0.8490585165125917 -0.9141557949915855 -1.076669955265714 0 0.0 0.8460119819357003 0 0.0 -0.9085568600559578 -1.0739290689206942 0.1203365216404806
87 -0.9798312699523195 1.2340076896464771 -1.259408356814869 1.2232786966355416 -1.24845851949088 0.8603060825548912 -0.9166088035742179 -1.0654449877328798 0 0.0 0.8571424873341447 0 0.0 -0.9108668353833481 -1.0626784330996064 0.12016285108335827
88 -0.9970049053640377 1.2501731063613883 -1.253928741609261 1.2390128711031605 -1.242734979975608 0.8715371373507234 -0.9190545530444892 -1.054521389459327 0 0.0 0.868254528575165 0 0.0 -0.9131672233548664 -1.0517275675525755 0.11998857431138259
89 -1.0142668140737268 1.266301928096779 -1.24848995404944 1.2546989120513095 -1.2370501475956857 0.8827513097234109 -0.9214929371367298 -1.0438873632772718 0 0.0 0.8793477704152879 0 0.0 -0.9154579258388371 -1.0410647034523048 0.11981371920076135
90 -1.0316154309334484 1.2823928077238154 -1.243091920952998 1.2703353728996283 -1.2314040046397678 0.8939482385218543 -0.9239238485081429 -1.0335317065290641 0 0.0 0.8904218898135708 0 0.0 -0.9177388455666908 -1.0306786659960026 0.11963831373246347
91 -1.049049181507693 1.2984444086518483 -1.2377345424222386 1.285920822831715 -1.2257965074464765 0.9051275727407277 -0.9263471794707817 -1.023443774523188 0 0.0 0.9014765760392792 0 0.0 -0.9200098869021355 -1.0205588379725672 0.11946238596187699
92 -1.0665664827327994 1.3144554057147624 -1.2324176945320953 1.301453847848014 -1.2202275891075975 0.9162889716394287 -0.9287628226608555 -1.0136134466391193 0 0.0 0.9125115307746796 0 0.0 -0.922270956545051 -1.010695125969626 0.1192859639885802
93 -1.0841657435985894 1.33042448605064 -1.2271412317775903 1.3169330518065345 -1.2146971619259415 0.9274321048586874 -0.9311706716506161 -1.0040310948611146 0 0.0 0.9235264682118491 0 0.0 -0.9245219641752288 -1.0010779290011116 0.11910907592626974
94 -1.1018453658500695 1.3463503499733218 -1.2219049893036649 1.3323570574495722 -1.2092051196509446 0.9385566525338395 -0.9335706215075443 -0.9946875545415035 0 0.0 0.9345211151425079 0 0.0 -0.9267628230405557 -0.9916981093565027 0.11893174987289372
95 -1.1196037447070808 1.3622317118344605 -1.216708784937887 1.347724507414639 -1.2037513395127495 0.9496623054038545 -0.9359625693050888 -0.9855740972124404 0 0.0 0.9454952110399819 0 0.0 -0.928993450493776 -0.9825469654911789 0.11875401388103442
96 -1.1374392695998035 1.3780673008747046 -1.2115524210444781 1.3630340652278548 -1.1983356840734227 0.9607487649153005 -0.9383464145887856 -0.9766824052815828 0 0.0 0.9564485081325024 0 0.0 -0.9312137684815442 -0.9736162067937878 0.11857589592859118
97 -1.1553503249180543 1.393855862062673 -1.2064356862162438 1.3782844162781034 -1.1929580029121134 0.971815743320495 -0.9407220598012169 -0.9680045484619982 0 0.0 0.9673807714671305 0 0.0 -0.9334237039891167 -0.9648979300813324 0.11839742388980906
98 -1.1733352907723573 1.4095961569204167 -1.2013583568193358 1.3934742687702915 -1.18761813415927 0.9828629637691715 -0.9430894106689265 -0.9595329617999667 0 0.0 0.9782917789636804 0 0.0 -0.9356231894436933 -0.9563845976859924 0.11821862550670327
99 -1.1913925437648116 1.4252869643340849 -1.196320198404268 1.4086023546561055 -1.1823159058935426 0.9938901603930443 -0.9454483765541124 -0.9512604251763845 0 0.0 0.989181321458088 0 0.0 -0.937812163079131 -0.9480690170097055 0.11803952836092617
100 -1.2095204577678285 1.4409270813485604 -1.1913209669952942 1.4236674305407087 -1.1770511374136563 1.0048970783827298 -0.9477988707736478 -0.9431800441683289 0 0.0 1.0000492027347476 0 0.0 -0.9399905692644883 -0.9399443214333633 0.11786015984612432
101 -1.2277174047088553 1.4565153239448358 -1.1863604102690377 1.4386682785638711 -1.171823640396335 1.0158834740565241 -0.9501408108877429 -0.9352852321671656 0 0.0 1.010895239547403 0 0.0 -0.9421583587986253 -0.9320039524772592 0.11768054714083293
102 -1.2459817553592745 1.4720505277989675 -1.1814382686321976 1.4536037072540846 -1.1666332199502738 1.0268491149206047 -0.9524741189603467 -0.9275696936584411 0 0.0 1.0217192616282424 0 0.0 -0.9443154891728797 -0.9242416431182772 0.11750071718195278
103 -1.2643118801257045 1.4875315490214565 -1.1765542762071952 1.4684725523542697 -1.1614796755751962 1.0377937797202592 -0.9547987217931936 -0.9200274085768396 0 0.0 1.0325211116849133 0 0.0 -0.9464619248036592 -0.9166514021773182 0.1173206966388543
104 -1.2827061498419983 1.502957264875953 -1.1717081617337572 1.4832736776177458 -1.1563628020341628 1.0487172584818087 -0.9571145511352341 -0.9126526176567509 0 0.0 1.0433006453852227 0 0.0 -0.9485976372366224 -0.9092274996977188 0.11714051188815189
105 -1.3011629365602952 1.518326574476223 -1.1668996493936519 1.498005975573198 -1.1512823901465175 1.0596193525449238 -0.9594215438690337 -0.9054398087056058 0 0.0 1.0540577313293507 0 0.0 -0.9507226053239853 -0.9019644532420044 0.11696018898918988
106 -1.3196806143395465 1.5336383994603535 -1.1621284595651087 1.5126683682574447 -1.1462382275081624 1.070499874585084 -0.9617196421755847 -0.8983837037331167 0 0.0 1.064792251009447 0 0.0 -0.9528368153763577 -0.894857015040302 0.11677975366028004
107 -1.3382575600299922 1.5488916846412246 -1.1573943095128205 1.5272598079148754 -1.1412300991452253 1.081358648625967 -0.9640087936788648 -0.8914792468750186 0 0.0 1.0755040987565465 0 0.0 -0.9549402612904073 -0.8879001599291624 0.11659923125572795
108 -1.3568921540521364 1.5640853986323173 -1.1526969140188719 1.541779277662509 -1.1362577881066211 1.0921955100415988 -0.9662889515713533 -0.884721593054846 0 0.0 1.0861931816747683 0 0.0 -0.9570329446535532 -0.8810890740245055 0.11641864674368411
109 -1.3755827811688361 1.579218534447979 -1.1480359859594296 1.5562257921196954 -1.1313210760005052 1.1030103055481313 -0.9685600747216332 -0.8781060973318067 0 0.0 1.0968594195628218 0 0.0 -0.9591148748267972 -0.8744191440768901 0.11623802468485271
