it w0 w1 ww1 w2 ww2 w10 w11 ww11 w12 ww12 w20 w21 ww21 w22 ww22 e
11 -0.036140962720229514 0.013019485238827146 -0.36024179376770255 0.01256439430334667 -0.34764968494638043 0.022272358974019208 -0.5452796313972504 -24.48234747084138 0 0.0 0.02239491523449861 0 0.0 -0.5447289074593256 -24.32377625704022 0.13063349234003266
12 -0.04151813041771617 0.025960581521992883 -0.6252830091529186 0.025505827776376735 -0.6143298727510419 0.029796272640396942 -0.5684658601840933 -19.078421890038133 0 0.0 0.029928420026721195 0 0.0 -0.5679290516103623 -18.976245692331716 0.1304959807660678
13 -0.04745863357813922 0.03936354647720307 -0.8294285677734942 0.03891069718648484 -0.8198865886524007 0.037816945144525826 -0.589036447969696 -15.57599234201924 0 0.0 0.037958771736820565 0 0.0 -0.5885032504204958 -15.503748501157085 0.13036535895547655
14 -0.053879511944342526 0.05314100999300715 -0.9862934550688164 0.05269084969725633 -0.9779385112412657 0.04626245725091192 -0.6073612650476643 -13.12859932522698 0 0.0 0.046413672910655485 0 0.0 -0.6068238630876377 -13.07424784622734 0.13024011530045387
15 -0.060710851558688966 0.06722711198046177 -1.1073327132542945 0.06677988716788431 -1.099966240851167 0.055072849449134605 -0.6237535001555637 -11.325971080026715 0 0.0 0.055232905279741895 0 0.0 -0.6232060122839418 -11.283237938101344 0.1301190838300713
16 -0.0678950781166674 0.08157148856135961 -1.2014344901583496 0.0811270650034519 -1.1948887497271503 0.06419812960244048 -0.6384777780953652 -9.945426479700643 0 0.0 0.0643663061136911 0 0.0 -0.6379157757864725 -9.910709722253022 0.13000134826894602
17 -0.07538559285999495 0.09613504928331203 -1.27524432237142 0.09569301066954448 -1.2693806208735956 0.07359648588088252 -0.651757879691109 -8.85582880609263 0 0.0 0.07377195369196 0 0.0 -0.6511780015110988 -8.826904655801018 0.129886176547351
18 -0.0831452034024551 0.11088699966206111 -1.3336548005700934 0.11044670797576678 -1.3283593455314768 0.08323277960283411 -0.6637835326177317 -7.975025414087332 0 0.0 0.08341463904093974 0 0.0 -0.6631831871168965 -7.950441250383012 0.12977297529623824
19 -0.0911445807625887 0.12580272705439816 -1.3802546021039495 0.12536335855997668 -1.3754340358042818 0.09307731311619222 -0.674716157286667 -7.248986188980243 0 0.0 0.09326461872158681 0 0.0 -0.6740932996769329 -7.227749482247214 0.12966125759651276
20 -0.09936085129714181 0.14086228612548476 -1.417683969959472 0.14042285210178873 -1.4132613626854875 0.10310483797489758 -0.6846936320141587 -6.640751738350605 0 0.0 0.10329661271568123 0 0.0 -0.6840465988089506 -6.622159050769213 0.1295506196544878
21 -0.10777636557751417 0.15604930276653164 -1.4478991004228932 0.1556086608849126 -1.4438106170224938 0.11329376170722717 -0.693834206218233 -6.124204861440066 0 0.0 0.1134890044434574 0 0.0 -0.6931615940279696 -6.107742308844706 0.12944072359560832
22 -0.11637765112467767 0.17135017203413727 -1.4723632104463635 0.17090703213170022 -1.468555435515743 0.12362551406234253 -0.7022397016853593 -5.680378415504345 0 0.0 0.12382320274533196 0 0.0 -0.7015402790604748 -5.665660906085086 0.1293312845307821
23 -0.1251545384318527 0.18675346435043924 -1.4921829179381096 0.18630639094880208 -1.4886107470265402 0.13408403944812405 -0.7099981309984995 -5.2951725941489975 0 0.0 0.13428313174316092 0 0.0 -0.7092707747467908 -5.281905221747364 0.12922206066369862
24 -0.13409944197524615 0.20224948053198133 -1.5082052360017666 0.20179689355014974 -1.5048302258215218 0.14465538855534996 -0.7171858437931791 -4.957892346462849 0 0.0 0.1448548210033629 0 0.0 -0.7164294933047008 -4.945845007727209 0.12911284560385883
25 -0.14320677546914107 0.21782991418358055 -1.521086648798399 0.2173700887187383 -1.5178757290403366 0.15532738781094876 -0.7238692922470193 -4.66028111621919 0 0.0 0.1555260742468542 0 0.0 -0.7230829170113459 -4.649271323235831 0.12900346230919002
26 -0.15247248093156907 0.23348759231203575 -1.5313425143047745 0.23301865799934263 -1.5282669802160782 0.166089369997312 -0.7301064897945326 -4.39586524897017 0 0.0 0.16628619967306302 0 0.0 -0.7292890665506349 -4.3857461893079375 0.12889375825390528
27 -0.16189365276747325 0.24921627350987569 -1.5393826085808522 0.24873621374632404 -1.5364173301073278 0.17693195312239882 -0.735948222323204 -4.159498662257383 0 0.0 0.17712578880350818 0 0.0 -0.7350987192201226 -4.150150715972778 0.1287836015327698
28 -0.17146824025828544 0.2650104889577396 -1.5455368793576578 0.26451714013660743 -1.542659677023342 0.18784685755215774 -0.7414390590628956 -3.947039991643336 0 0.0 0.18803653373964666 0 0.0 -0.7405564249034913 -3.938364583601917 0.1286728776917654
29 -0.1811948141437068 0.2808654156188987 -1.5500742498962607 0.2803564664385346 -1.5472653991972534 0.19882675367500222 -0.7466182007242527 -3.7551194038235827 0 0.0 0.1990110750302453 0 0.0 -0.7457013578755185 -3.7470344691228283 0.12856148712978707
30 -0.19107238517385758 0.29677677390561724 -1.5532164610578278 0.29624976476865905 -1.5504582962059124 0.209865134099792 -0.7515201947813828 -3.5809673579415575 0 0.0 0.21004287410354577 0 0.0 -0.750568034710617 -3.5734039439043577 0.1284493429544963
31 -0.2011002644957658 0.312740744159999 -1.5551483482339419 0.31219306665344626 -1.5524249430314376 0.22095620571360713 -0.7561755417497524 -3.422286960927773 0 0.0 0.2211261055629696 0 0.0 -0.7551869224222039 -3.415186644288595 0.1283363692030307
32 -0.21127795748049816 0.3287538977673137 -1.5560255394728484 0.32818279420167085 -1.5533224483768662 0.2320947979392652 -0.7606112115510765 -3.2771575162581366 0 0.0 0.23225556567087144 0 0.0 -0.7595849561280997 -3.270470414493769 0.12822249935835311
33 -0.22160508409427004 0.3448131397827343 -1.5559802754166596 0.3442157027642974 -1.5532843218428565 0.243276284309512 -0.7648510853094547 -3.143960733699636 0 0.0 0.24342659412952172 0 0.0 -0.7637859817362773 -3.1376439557375733 0.12810767510690083
34 -0.23208132018449856 0.36091566072381387 -1.5551258517354838 0.3602888327346693 -1.5524249536681758 0.25449651507215454 -0.7689163349675588 -3.021323630893557 0 0.0 0.2546350068706069 0 0.0 -0.7678111361507359 -3.0153400570758917 0.1279918452943928
35 -0.24270635511374722 0.37705889574488627 -1.5535600440630124 0.3763994687081649 -1.550843069320376 0.2657517590014068 -0.772825750774916 -2.908073886994761 0 0.0 0.2658770380283828 0 0.0 -0.7716791751317986 -2.9023911987819746 0.1278749650452093
36 -0.25347986205697254 0.3932404898246731 -1.5513677758601894 0.3925451046367352 -1.5486244210930893 0.2770386529481104 -0.7765960248467043 -2.803204594674958 0 0.0 0.2771492896306066 0 0.0 -0.7754067570703449 -2.7977944958972536 0.12775699501738572
37 -0.2644014780060033 0.40945826790614503 -1.5486232187281805 0.4087234139218572 -1.5458439075464512 0.2883541579399629 -0.7802419975154641 -2.7058461826581857 0 0.0 0.28844868782064753 0 0.0 -0.7790086894438164 -2.70068376919846 0.1276379007704665
38 -0.2754707911233236 0.42571020915752844 -1.5453914639064044 0.42493222361917155 -1.5425672605301248 0.29969552086106455 -0.7837768720178505 -2.6152438640589515 0 0.0 0.29977244464266123 0 0.0 -0.7824981435299441 -2.61030710965682 0.12751765222758402
39 -0.2866873335759635 0.441994424696263 -1.541729867110253 0.44116949210063094 -1.5388524027125683 0.3110602409120486 -0.7872124021104929 -2.530739382835735 0 0.0 0.311118024593683 0 0.0 -0.7858868419973983 -2.526008716543372 0.12739622321643237
40 -0.29805057837783194 0.4583091382488163 -1.5376891423704209 0.45743328965060653 -1.5347505518701887 0.32244604018845235 -0.7905590564438414 -2.4517561325355466 0 0.0 0.32248311528272916 0 0.0 -0.7891852232208848 -2.4472140891128085 0.12727359107646743
